movieid,title,production_companies
22215,Cheri,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Bill Kenwright Films"", ""id"": 7058}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""National Lottery through UK Film Council"", ""id"": 20456}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Cine Productions"", ""id"": 30298}, {""name"": ""MMC Studios"", ""id"": 30299}, {""name"": ""Tiggy Films"", ""id"": 30300}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}, {""name"": ""Cheri Productions"", ""id"": 30302}, {""name"": ""Erste MMC-Production"", ""id"": 30303}]"
11632,Vanity Fair,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Focus Features"", ""id"": 10146}]"
30596,Bodyguards and Assassins,"[{""name"": ""China Film Group Corporation"", ""id"": 2270}]"
3021,1408,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Dimension Films"", ""id"": 7405}]"
957,Spaceballs,"[{""name"": ""Brooksfilms Ltd."", ""id"": 617}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
256917,The Water Diviner,"[{""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Fear of God Films"", ""id"": 40309}]"
251,Ghost,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
544,There's Something About Mary,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
11395,The Santa Clause,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Hollywood Pictures"", ""id"": 915}]"
14635,The Rookie,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""98 MPH Productions"", ""id"": 2939}]"
13680,The Game Plan,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}, {""name"": ""Monkey Dance Productions"", ""id"": 80510}]"
688,The Bridges of Madison County,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]"
11090,The Animal,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]"
783,Gandhi,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]"
228194,The Hundred-Foot Journey,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]"
1642,The Net,"[{""name"": ""Columbia Pictures"", ""id"": 5}]"
10950,I Am Sam,"[{""name"": ""New Line Cinema"", ""id"": 12}]"
235260,Son of God,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]"
277,Underworld,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Laurinfilm"", ""id"": 7733}, {""name"": ""Subterranean Productions LLC"", ""id"": 7734}, {""name"": ""Subterranean Productions UK Ltd."", ""id"": 7735}, {""name"": ""Underworld Produktions GmbH"", ""id"": 7736}]"
8999,Derailed,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Patalex V Productions Limited"", ""id"": 23635}]"
11323,The Informant!,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Jaffe / Braunstein Enterprise"", ""id"": 6822}]"
10445,Shadowlands,"[{""name"": ""Shadowlands Productions"", ""id"": 5553}, {""name"": ""Savoy Pictures"", ""id"": 11308}]"
11453,Deuce Bigalow: European Gigolo,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]"
146239,Delivery Man,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]"
205588,Our Kind of Traitor,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]"
10878,Saving Silverman,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]"
82650,Diary of a Wimpy Kid: Dog Days,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]"
10279,Summer of Sam,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]"
2294,Jay and Silent Bob Strike Back,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""View Askew Productions"", ""id"": 16934}, {""name"": ""Miramax"", ""id"": 53009}]"
2176,The Glass House,"[{""name"": ""Original Film"", ""id"": 333}]"
270487,"Hail, Caesar!","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]"
19366,Josie and the Pussycats,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Riverdale Productions"", ""id"": 24851}]"
204082,Homefront,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Open Road Films"", ""id"": 10427}]"
24100,The Little Vampire,"[{""name"": ""New Line Cinema"", ""id"": 12}]"
1599,I Heart Huckabees,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}, {""name"": ""Kanzeon"", ""id"": 23488}, {""name"": ""Huckabee's"", ""id"": 23489}]"
5550,RoboCop 3,"[{""name"": ""Orion Pictures"", ""id"": 41}]"
30379,Megiddo: The Omega Code 2,"[{""name"": ""Infinity Omnimedia"", ""id"": 5044}, {""name"": ""TBN Films"", ""id"": 5045}]"
42586,Darling Lili,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Geoffrey Productions"", ""id"": 15152}]"
17709,Dudley Do-Right,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]"
287948,The Transporter Refueled,"[{""name"": ""EuropaCorp"", ""id"": 6896}]"
7548,The Libertine,"[{""name"": ""First Choice Films"", ""id"": 2267}, {""name"": ""Isle of Man Film"", ""id"": 2268}]"
9075,Black Book,"[{""name"": ""CoBo Fund"", ""id"": 234}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Motel Films"", ""id"": 865}, {""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Nederlands Fonds voor de Film"", ""id"": 4508}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Hector BV"", ""id"": 16618}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Euroimages Fund of the Council of Europe"", ""id"": 23192}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}, {""name"": ""Clockwork Pictures"", ""id"": 25488}]"
11661,Joyeux Noël,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""The Bureau"", ""id"": 10441}, {""name"": ""Art\u00e9mis Productions"", ""id"": 11773}, {""name"": ""Les Productions de la Gu\u00e9ville"", ""id"": 17873}]"
109513,Hit & Run,"[{""name"": ""Primate Pictures"", ""id"": 10424}, {""name"": ""Kim and Jim Productions"", ""id"": 10425}, {""name"": ""Panay Films"", ""id"": 10426}, {""name"": ""Exclusive Media Group"", ""id"": 11448}]"
12085,Mad Money,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""verture Films"", ""id"": 52046}]"
204922,Before I Go to Sleep,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Filmgate Films"", ""id"": 18230}, {""name"": ""Clarius Entertainment"", ""id"": 36991}]"
38985,Sorcerer,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Film Properties International N.V."", ""id"": 10956}]"
44113,Stone,"[{""name"": ""Stone Productions"", ""id"": 6572}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}]"
21494,Moliere,[]
164457,Out of the Furnace,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]"
4566,Michael Clayton,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Section Eight Productions"", ""id"": 14315}]"
17795,My Fellow Americans,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Storyline Entertainment"", ""id"": 8797}, {""name"": ""Peters Entertainment"", ""id"": 16774}]"
1073,Arlington Road,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Arlington Road Productions Corporation"", ""id"": 22512}, {""name"": ""Gorai / Samuelson Productions"", ""id"": 22513}, {""name"": ""Samuelson Productions"", ""id"": 22514}]"
153158,Underdogs,"[{""name"": ""100 Bares"", ""id"": 5517}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""Televisi\u00f3n Federal (Telefe)"", ""id"": 21915}, {""name"": ""369 Productions"", ""id"": 22128}, {""name"": ""Catmandu Branded Entertainment"", ""id"": 22130}, {""name"": ""JEMPSA"", ""id"": 22133}, {""name"": ""Plural - Jempsa"", ""id"": 22134}, {""name"": ""Prana Animation Studios"", ""id"": 22135}]"
81836,To Rome with Love,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Medusa Film"", ""id"": 6246}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Perdido Productions"", ""id"": 12966}]"
10724,Firefox,"[{""name"": ""Malpaso Productions"", ""id"": 171}]"
9473,"South Park: Bigger, Longer & Uncut","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Comedy Central"", ""id"": 1538}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Comedy Central Films"", ""id"": 7480}, {""name"": ""Comedy Partners"", ""id"": 45852}]"
2196,Death at a Funeral,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Parabolic Pictures"", ""id"": 1012}, {""name"": ""Stable Way Entertainment"", ""id"": 1013}, {""name"": ""Target Media Entertainment"", ""id"": 1014}, {""name"": ""VIP 2 Medienfonds"", ""id"": 3801}, {""name"": ""VIP 1 Medienfonds"", ""id"": 10760}]"
1499,Teenage Mutant Ninja Turtles III,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]"
20857,Hardball,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GHS Productions KG"", ""id"": 3858}, {""name"": ""Munich Film Partners & Company (MFP) GHS Productions"", ""id"": 3859}, {""name"": ""Nides/McCormick Productions"", ""id"": 3860}]"
82693,Silver Linings Playbook,"[{""name"": ""The Weinstein Company"", ""id"": 308}]"
1646,Freedom Writers,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]"
44944,For Colored Girls,"[{""name"": ""Lions Gate Films"", ""id"": 35}]"
4108,The Transporter,"[{""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}]"
8456,Never Back Down,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Baumgarten Management and Productions (BMP)"", ""id"": 23423}]"
7341,The Rage: Carrie 2,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Red Bank Films"", ""id"": 2229}]"
19255,Away We Go,"[{""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Big Beach Films"", ""id"": 12808}]"
10187,Swing Vote,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
31005,Moonlight Mile,"[{""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Reveal Entertainment"", ""id"": 41251}, {""name"": ""Gran Via"", ""id"": 41252}]"
49517,Tinker Tailor Soldier Spy,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Kinowelt Filmproduktion"", ""id"": 2051}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Karla Films"", ""id"": 23697}]"
44857,Molly,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Absolute Entertainment (II)"", ""id"": 67883}, {""name"": ""Cockamamie"", ""id"": 67884}, {""name"": ""Heckerling-Caplan"", ""id"": 67885}]"
50780,The Beaver,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Anonymous Content"", ""id"": 10039}]"
16363,The Best Little Whorehouse in Texas,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""RKO"", ""id"": 5902}]"
1946,eXistenZ,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""The Movie Network"", ""id"": 808}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique"", ""id"": 809}, {""name"": ""Canadian Television Fund"", ""id"": 20170}]"
85,Raiders of the Lost Ark,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]"
772,Home Alone 2: Lost in New York,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]"
840,Close Encounters of the Third Kind,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""EMI Films"", ""id"": 8263}, {""name"": ""Julia Phillips and Michael Phillips Productions"", ""id"": 11458}]"
9682,Pulse,"[{""name"": ""Dimension Films"", ""id"": 7405}]"
96,Beverly Hills Cop II,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]"
10678,Bringing Down the House,"[{""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]"
274,The Silence of the Lambs,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Strong Heart/Demme Production"", ""id"": 55072}]"
8872,Wayne's World,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
16290,Jackass 3D,"[{""name"": ""MTV Films"", ""id"": 746}]"
579,Jaws 2,"[{""name"": ""Universal Pictures"", ""id"": 33}]"
14405,Beverly Hills Chihuahua,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]"
138843,The Conjuring,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}]"
11637,Are We There Yet?,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Cube Vision"", ""id"": 2780}]"
226486,Tammy,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}]"
1584,School of Rock,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""NEW Century"", ""id"": 8647}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""Sor Productions"", ""id"": 88628}]"
9312,Mortal Kombat,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Threshold Entertainment"", ""id"": 4174}]"
12153,White Chicks,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}, {""name"": ""Gone North Productions"", ""id"": 67253}]"
65057,The Descendants,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Ad Hominem Enterprises"", ""id"": 2361}]"
8326,Holes,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Chicago Pacific Entertainment"", ""id"": 2377}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]"
35690,The Last Song,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
76203,12 Years a Slave,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""New Regency Pictures"", ""id"": 10104}]"
13497,Drumline,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]"
35688,Why Did I Get Married Too?,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""The Tyler Perry Company"", ""id"": 6567}]"
162,Edward Scissorhands,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
296096,Me Before You,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
103370,Madea's Witness Protection,"[{""name"": ""Tyler Perry Company, The"", ""id"": 3096}]"
1051,The French Connection,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""D'Antoni Productions"", ""id"": 646}, {""name"": ""Schine-Moore Productions"", ""id"": 73950}]"
376659,Bad Moms,"[{""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Huayi Brothers Pictures"", ""id"": 78996}, {""name"": ""BillBlock Media"", ""id"": 90185}]"
10073,Date Movie,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}]"
16690,Return to Never Land,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Television Animation"", ""id"": 3475}, {""name"": ""Walt Disney Animation Australia"", ""id"": 3476}, {""name"": ""DisneyToon Studios"", ""id"": 5391}, {""name"": ""Walt Disney Animation Canada"", ""id"": 12402}]"
273895,Selma,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Cloud Eight Films"", ""id"": 6708}, {""name"": ""Path\u00e9"", ""id"": 7981}]"
